epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,16.0152,0.512,0.98889,1,0.12183,0.00036674,0.00036674,0.00036674
2,25.1414,0.12056,0.98889,1,0.01836,0.000735297,0.000735297,0.000735297
3,33.766,0.03727,1,1,0.00838,0.00108867,0.00108867,0.00108867
4,42.2015,0.01838,0.98889,1,0.01555,0.00142686,0.00142686,0.00142686
5,50.2989,0.03283,0.98889,1,0.04901,0.00153497,0.00153497,0.00153497
